iter	Logloss
236	0.01843040673
237	0.01843040673
238	0.01843040673
239	0.01843040673
240	0.01843040673
241	0.01843040673
242	0.01843040673
243	0.01843040673
244	0.01843040673
245	0.01843040673
246	0.01843040673
247	0.01843040673
248	0.01843040673
249	0.01843040673
250	0.01843040673
251	0.01843040673
252	0.01843040673
253	0.01843040673
254	0.01843040673
255	0.01843040673
256	0.01843040673
257	0.01843040673
258	0.01843040673
259	0.01843040673
260	0.01843040673
261	0.01843040673
262	0.01843040673
263	0.01843040673
264	0.01843040673
265	0.01843040673
266	0.01843040673
267	0.01843040673
268	0.01843040673
269	0.01843040673
270	0.01843040673
271	0.01843040673
272	0.01843040673
273	0.01843040673
274	0.01843040673
275	0.01843040673
276	0.01843040673
277	0.01843040673
278	0.01843040673
279	0.01843040673
280	0.01843040673
281	0.01843040673
282	0.01843040673
283	0.01843040673
284	0.01843040673
285	0.01843040673
286	0.01843040673
287	0.01843040673
288	0.01843040673
289	0.01843040673
290	0.01843040673
291	0.01843040673
292	0.01843040673
293	0.01843040673
294	0.01843040673
295	0.01843040673
296	0.01843040673
297	0.01843040673
298	0.01843040673
299	0.01843040673
300	0.01843040673
301	0.01843040673
302	0.01843040673
303	0.01843040673
304	0.01843040673
305	0.01843040673
306	0.01843040673
307	0.01843040673
308	0.01843040673
309	0.01843040673
310	0.01843040673
311	0.01843040673
312	0.01843040673
313	0.01843040673
314	0.01843040673
315	0.01843040673
316	0.01843040673
317	0.01843040673
318	0.01843040673
319	0.01843040673
320	0.01843040673
321	0.01843040673
322	0.01843040673
323	0.01843040673
324	0.01843040673
325	0.01843040673
326	0.01843040673
327	0.01843040673
328	0.01843040673
329	0.01843040673
330	0.01843040673
331	0.01843040673
332	0.01843040673
333	0.01843040673
334	0.01843040673
335	0.01843040673
336	0.01843040673
337	0.01843040673
338	0.01843040673
339	0.01843040673
340	0.01843040673
341	0.01843040673
342	0.01843040673
343	0.01843040673
344	0.01843040673
345	0.01843040673
346	0.01843040673
347	0.01843040673
348	0.01843040673
349	0.01843040673
350	0.01843040673
351	0.01843040673
352	0.01843040673
353	0.01843040673
354	0.01843040673
355	0.01843040673
356	0.01843040673
357	0.01843040673
358	0.01843040673
359	0.01843040673
360	0.01843040673
361	0.01843040673
362	0.01843040673
363	0.01843040673
364	0.01843040673
365	0.01843040673
366	0.01843040673
367	0.01843040673
368	0.01843040673
369	0.01843040673
370	0.01843040673
371	0.01843040673
372	0.01843040673
373	0.01843040673
374	0.01843040673
375	0.01843040673
376	0.01843040673
377	0.01843040673
378	0.01843040673
379	0.01843040673
380	0.01843040673
381	0.01843040673
382	0.01843040673
383	0.01843040673
384	0.01843040673
385	0.01843040673
386	0.01843040673
387	0.01843040673
388	0.01843040673
389	0.01843040673
390	0.01843040673
391	0.01843040673
392	0.01843040673
393	0.01843040673
394	0.01843040673
395	0.01843040673
396	0.01843040673
397	0.01843040673
398	0.01843040673
399	0.01843040673
400	0.01843040673
401	0.01843040673
402	0.01843040673
403	0.01843040673
404	0.01843040673
405	0.01843040673
406	0.01843040673
407	0.01843040673
408	0.01843040673
409	0.01843040673
410	0.01843040673
411	0.01843040673
412	0.01843040673
413	0.01843040673
414	0.01843040673
415	0.01843040673
416	0.01843040673
417	0.01843040673
418	0.01843040673
419	0.01843040673
420	0.01843040673
421	0.01843040673
422	0.01843040673
423	0.01843040673
424	0.01843040673
425	0.01843040673
426	0.01843040673
427	0.01843040673
428	0.01843040673
429	0.01843040673
430	0.01843040673
431	0.01843040673
432	0.01843040673
433	0.01843040673
434	0.01843040673
435	0.01843040673
436	0.01843040673
437	0.01843040673
438	0.01843040673
439	0.01843040673
440	0.01843040673
441	0.01843040673
442	0.01843040673
443	0.01843040673
444	0.01843040673
445	0.01843040673
446	0.01843040673
447	0.01843040673
448	0.01843040673
449	0.01843040673
450	0.01843040673
451	0.01843040673
452	0.01843040673
453	0.01843040673
454	0.01843040673
455	0.01843040673
456	0.01843040673
457	0.01843040673
458	0.01843040673
459	0.01843040673
460	0.01843040673
461	0.01843040673
462	0.01843040673
463	0.01843040673
464	0.01843040673
465	0.01843040673
466	0.01843040673
467	0.01843040673
468	0.01843040673
469	0.01843040673
470	0.01843040673
471	0.01843040673
472	0.01843040673
473	0.01843040673
474	0.01843040673
475	0.01843040673
476	0.01843040673
477	0.01843040673
478	0.01843040673
479	0.01843040673
480	0.01843040673
481	0.01843040673
482	0.01843040673
483	0.01843040673
484	0.01843040673
485	0.01843040673
486	0.01843040673
487	0.01843040673
488	0.01843040673
489	0.01843040673
490	0.01843040673
491	0.01843040673
492	0.01843040673
493	0.01843040673
494	0.01843040673
495	0.01843040673
496	0.01843040673
497	0.01843040673
498	0.01843040673
499	0.01843040673
500	0.01843040673
501	0.01843040673
502	0.01843040673
503	0.01843040673
504	0.01843040673
505	0.01843040673
506	0.01843040673
507	0.01843040673
508	0.01843040673
509	0.01843040673
510	0.01843040673
511	0.01843040673
512	0.01843040673
513	0.01843040673
514	0.01843040673
515	0.01843040673
516	0.01843040673
517	0.01843040673
518	0.01843040673
519	0.01843040673
520	0.01843040673
521	0.01843040673
522	0.01843040673
523	0.01843040673
524	0.01843040673
525	0.01843040673
526	0.01843040673
527	0.01843040673
528	0.01843040673
529	0.01843040673
530	0.01843040673
531	0.01843040673
532	0.01843040673
533	0.01843040673
534	0.01843040673
535	0.01843040673
536	0.01843040673
537	0.01843040673
538	0.01843040673
539	0.01843040673
540	0.01843040673
541	0.01843040673
542	0.01843040673
543	0.01843040673
544	0.01843040673
545	0.01843040673
546	0.01843040673
547	0.01843040673
548	0.01843040673
549	0.01843040673
550	0.01843040673
551	0.01843040673
552	0.01843040673
553	0.01843040673
554	0.01843040673
555	0.01843040673
556	0.01843040673
557	0.01843040673
558	0.01843040673
559	0.01843040673
560	0.01843040673
561	0.01843040673
562	0.01843040673
563	0.01843040673
564	0.01843040673
565	0.01843040673
566	0.01843040673
567	0.01843040673
568	0.01843040673
569	0.01843040673
570	0.01843040673
571	0.01843040673
572	0.01843040673
573	0.01843040673
574	0.01843040673
575	0.01843040673
576	0.01843040673
577	0.01843040673
578	0.01843040673
579	0.01843040673
580	0.01843040673
581	0.01843040673
582	0.01843040673
583	0.01843040673
584	0.01843040673
585	0.01843040673
586	0.01843040673
587	0.01843040673
588	0.01843040673
589	0.01843040673
590	0.01843040673
591	0.01843040673
592	0.01843040673
593	0.01843040673
594	0.01843040673
595	0.01843040673
596	0.01843040673
597	0.01843040673
598	0.01843040673
599	0.01843040673
600	0.01843040673
601	0.01843040673
602	0.01843040673
603	0.01843040673
604	0.01843040673
605	0.01843040673
606	0.01843040673
607	0.01843040673
608	0.01843040673
609	0.01843040673
610	0.01843040673
611	0.01843040673
612	0.01843040673
613	0.01843040673
614	0.01843040673
615	0.01843040673
616	0.01843040673
617	0.01843040673
618	0.01843040673
619	0.01843040673
620	0.01843040673
621	0.01843040673
622	0.01843040673
623	0.01843040673
624	0.01843040673
625	0.01843040673
626	0.01843040673
627	0.01843040673
628	0.01843040673
629	0.01843040673
630	0.01843040673
631	0.01843040673
632	0.01843040673
633	0.01843040673
634	0.01843040673
635	0.01843040673
636	0.01843040673
637	0.01843040673
638	0.01843040673
639	0.01843040673
640	0.01843040673
641	0.01843040673
642	0.01843040673
643	0.01843040673
644	0.01843040673
645	0.01843040673
646	0.01843040673
647	0.01843040673
648	0.01843040673
649	0.01843040673
650	0.01843040673
651	0.01843040673
652	0.01843040673
653	0.01843040673
654	0.01843040673
655	0.01843040673
656	0.01843040673
657	0.01843040673
658	0.01843040673
659	0.01843040673
660	0.01843040673
661	0.01843040673
662	0.01843040673
663	0.01843040673
664	0.01843040673
665	0.01843040673
666	0.01843040673
667	0.01843040673
668	0.01843040673
669	0.01843040673
670	0.01843040673
671	0.01843040673
672	0.01843040673
673	0.01843040673
674	0.01843040673
675	0.01843040673
676	0.01843040673
677	0.01843040673
678	0.01843040673
679	0.01843040673
680	0.01843040673
681	0.01843040673
682	0.01843040673
683	0.01843040673
684	0.01843040673
685	0.01843040673
686	0.01843040673
687	0.01843040673
688	0.01843040673
689	0.01843040673
690	0.01843040673
691	0.01843040673
692	0.01843040673
693	0.01843040673
694	0.01843040673
695	0.01843040673
696	0.01843040673
697	0.01843040673
698	0.01843040673
699	0.01843040673
700	0.01843040673
701	0.01843040673
702	0.01843040673
703	0.01843040673
704	0.01843040673
705	0.01843040673
706	0.01843040673
707	0.01843040673
708	0.01843040673
709	0.01843040673
710	0.01843040673
711	0.01843040673
712	0.01843040673
713	0.01843040673
714	0.01843040673
715	0.01843040673
716	0.01843040673
717	0.01843040673
718	0.01843040673
719	0.01843040673
720	0.01843040673
721	0.01843040673
722	0.01843040673
723	0.01843040673
724	0.01843040673
725	0.01843040673
726	0.01843040673
727	0.01843040673
728	0.01843040673
729	0.01843040673
730	0.01843040673
731	0.01843040673
732	0.01843040673
733	0.01843040673
734	0.01843040673
735	0.01843040673
736	0.01843040673
737	0.01843040673
738	0.01843040673
739	0.01843040673
740	0.01843040673
741	0.01843040673
742	0.01843040673
743	0.01843040673
744	0.01843040673
745	0.01843040673
746	0.01843040673
747	0.01843040673
748	0.01843040673
749	0.01843040673
750	0.01843040673
751	0.01843040673
752	0.01843040673
753	0.01843040673
754	0.01843040673
755	0.01843040673
756	0.01843040673
757	0.01843040673
758	0.01843040673
759	0.01843040673
760	0.01843040673
761	0.01843040673
762	0.01843040673
763	0.01843040673
764	0.01843040673
765	0.01843040673
766	0.01843040673
767	0.01843040673
768	0.01843040673
769	0.01843040673
770	0.01843040673
771	0.01843040673
772	0.01843040673
773	0.01843040673
774	0.01843040673
775	0.01843040673
776	0.01843040673
777	0.01843040673
778	0.01843040673
779	0.01843040673
780	0.01843040673
781	0.01843040673
782	0.01843040673
783	0.01843040673
784	0.01843040673
785	0.01843040673
786	0.01843040673
787	0.01843040673
788	0.01843040673
789	0.01843040673
790	0.01843040673
791	0.01843040673
792	0.01843040673
793	0.01843040673
794	0.01843040673
795	0.01843040673
796	0.01843040673
797	0.01843040673
798	0.01843040673
799	0.01843040673
800	0.01843040673
801	0.01843040673
802	0.01843040673
803	0.01843040673
804	0.01843040673
805	0.01843040673
806	0.01843040673
807	0.01843040673
808	0.01843040673
809	0.01843040673
810	0.01843040673
811	0.01843040673
812	0.01843040673
813	0.01843040673
814	0.01843040673
815	0.01843040673
816	0.01843040673
817	0.01843040673
818	0.01843040673
819	0.01843040673
820	0.01843040673
821	0.01843040673
822	0.01843040673
823	0.01843040673
824	0.01843040673
825	0.01843040673
826	0.01843040673
827	0.01843040673
828	0.01843040673
829	0.01843040673
830	0.01843040673
831	0.01843040673
832	0.01843040673
833	0.01843040673
834	0.01843040673
835	0.01843040673
836	0.01843040673
837	0.01843040673
838	0.01843040673
839	0.01843040673
840	0.01843040673
841	0.01843040673
842	0.01843040673
843	0.01843040673
844	0.01843040673
845	0.01843040673
846	0.01843040673
847	0.01843040673
848	0.01843040673
849	0.01843040673
850	0.01843040673
851	0.01843040673
852	0.01843040673
853	0.01843040673
854	0.01843040673
855	0.01843040673
856	0.01843040673
857	0.01843040673
858	0.01843040673
859	0.01843040673
860	0.01843040673
861	0.01843040673
862	0.01843040673
863	0.01843040673
864	0.01843040673
865	0.01843040673
866	0.01843040673
867	0.01843040673
868	0.01843040673
869	0.01843040673
870	0.01843040673
871	0.01843040673
872	0.01843040673
873	0.01843040673
874	0.01843040673
875	0.01843040673
876	0.01843040673
877	0.01843040673
878	0.01843040673
879	0.01843040673
880	0.01843040673
881	0.01843040673
882	0.01843040673
883	0.01843040673
884	0.01843040673
885	0.01843040673
886	0.01843040673
887	0.01843040673
888	0.01843040673
889	0.01843040673
890	0.01843040673
891	0.01843040673
892	0.01843040673
893	0.01843040673
894	0.01843040673
895	0.01843040673
896	0.01843040673
897	0.01843040673
898	0.01843040673
899	0.01843040673
900	0.01843040673
901	0.01843040673
902	0.01843040673
903	0.01843040673
904	0.01843040673
905	0.01843040673
906	0.01843040673
907	0.01843040673
908	0.01843040673
909	0.01843040673
910	0.01843040673
911	0.01843040673
912	0.01843040673
913	0.01843040673
914	0.01843040673
915	0.01843040673
916	0.01843040673
917	0.01843040673
918	0.01843040673
919	0.01843040673
920	0.01843040673
921	0.01843040673
922	0.01843040673
923	0.01843040673
924	0.01843040673
925	0.01843040673
926	0.01843040673
927	0.01843040673
928	0.01843040673
929	0.01843040673
930	0.01843040673
931	0.01843040673
932	0.01843040673
933	0.01843040673
934	0.01843040673
935	0.01843040673
936	0.01843040673
937	0.01843040673
938	0.01843040673
939	0.01843040673
940	0.01843040673
941	0.01843040673
942	0.01843040673
943	0.01843040673
944	0.01843040673
945	0.01843040673
946	0.01843040673
947	0.01843040673
948	0.01843040673
949	0.01843040673
950	0.01843040673
951	0.01843040673
952	0.01843040673
953	0.01843040673
954	0.01843040673
955	0.01843040673
956	0.01843040673
957	0.01843040673
958	0.01843040673
959	0.01843040673
960	0.01843040673
961	0.01843040673
962	0.01843040673
963	0.01843040673
964	0.01843040673
965	0.01843040673
966	0.01843040673
967	0.01843040673
968	0.01843040673
969	0.01843040673
970	0.01843040673
971	0.01843040673
972	0.01843040673
973	0.01843040673
974	0.01843040673
975	0.01843040673
976	0.01843040673
977	0.01843040673
978	0.01843040673
979	0.01843040673
980	0.01843040673
981	0.01843040673
982	0.01843040673
983	0.01843040673
984	0.01843040673
985	0.01843040673
986	0.01843040673
987	0.01843040673
988	0.01843040673
989	0.01843040673
990	0.01843040673
991	0.01843040673
992	0.01843040673
993	0.01843040673
994	0.01843040673
995	0.01843040673
996	0.01843040673
997	0.01843040673
998	0.01843040673
999	0.01843040673
